id,name,host_id,host_name,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group,city,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,reviews_per_month
9198515,The Entire 3 Bedroom House Minutes from Downtown,16746695,Teresa,f,Mount Pleasant,1,1,t,Mount Pleasant,,Vancouver,49.26073,-123.09332,House,Entire home/apt,6,3.5,3,3,$475.00,2,1125,29,0.85
9201061,A Super Cozy Bedroom House Unit,47789746,Ann W,f,,1,1,f,Victoria-Fraserview,,Vancouver,49.21929,-123.07629,House,Entire home/apt,1,1.5,1,2,$38.00,180,360,2,0.07
9237061,Beach Apartment-Kitsilano Beach - 30 day+ !,4484250,Karen,f,Kitsilano,9,9,t,Kitsilano,,Vancouver,49.27131,-123.16094,Apartment,Entire home/apt,2,1,1,1,$150.00,30,1125,17,0.42
9245019,"Heart of downtown,Cozy,Modern",9269498,Coleen,f,Kihei/Wailea,2,2,f,Downtown,,Vancouver,49.28041,-123.12563,Apartment,Entire home/apt,3,1,1,1,$180.00,2,60,164,3.52
9259030,Private Comfort & Amazing Views,9093699,Mike & Steph,t,Hastings-Sunrise,1,1,f,Hastings-Sunrise,,Vancouver,49.28936,-123.05186,House,Entire home/apt,4,1,1,2,$74.00,2,14,293,6.23
9282867,Yaletown Warehouse Loft,6015416,Jodie & Ulla,t,Yaletown,3,3,f,Downtown,,Vancouver,49.27471,-123.12344,Loft,Entire home/apt,2,1,1,1,$105.00,30,1125,15,0.4
9310267,Trimble Beach Cottage Non Smoking 2 bikes apr-oct,48328313,Elizabeth,t,Point Grey/University of British Columbia,1,1,t,West Point Grey,,Vancouver,49.27041,-123.20502,Guest suite,Entire home/apt,2,1,0,0,$121.00,2,30,232,5.31
9315705,Kitsilano 1 bedroom 1.5 bath near the beach.,17432096,Jack,f,Kitsilano,2,2,t,Kitsilano,,Vancouver,49.26736,-123.16642,House,Entire home/apt,2,1.5,1,1,$211.00,1,1125,4,0.22
9317149,Clean & Bright Private Room D/T,7318504,Jennifer,f,Downtown Vancouver,1,1,t,Downtown,,Vancouver,49.27556,-123.124,Townhouse,Private room,2,1,1,1,$81.00,31,60,78,1.82
9318501,Private Home,48363102,James,f,Riley Park,1,1,f,Riley Park,,Vancouver,49.24638,-123.10358,House,Entire home/apt,6,2,4,4,$400.00,4,14,8,0.19
9319614,Female only - long term until December,48372635,Rosa,f,,1,1,f,Kensington-Cedar Cottage,,Vancouver,49.2571,-123.07413,House,Private room,1,1,1,1,$60.00,30,1125,7,0.49
9320461,Garden suite in the heart of Kitsilano!,45662818,Marnie,f,Kitsilano,2,2,f,Kitsilano,,Vancouver,49.26765,-123.16754,House,Private room,2,1,1,1,$79.00,3,20,16,0.49
9348626,Minimalist Architecture Home with City Views- Walk to Beach,39477066,Brent,f,Kitsilano,2,2,t,Kitsilano,,Vancouver,49.27176,-123.18465,House,Entire home/apt,6,2.5,3,3,"$1,000.00",4,30,4,0.16
9351082,"Spectacular Wall Centre Studio: Location, View,A/C",33447373,Masoud,t,Downtown Vancouver,3,3,t,Downtown,,Vancouver,49.2796,-123.12616,Serviced apartment,Hotel room,2,1,0,1,$200.00,2,1125,36,0.79
9353411,Beautiful. Modern. Clean and Cute. Month to month,3435373,Elizabeth,f,Marpole,8,8,t,Marpole,,Vancouver,49.2091,-123.14113,Apartment,Entire home/apt,3,1,1,1,$91.00,30,1125,2,0.05
9412608,Kitsilano beach! Quick & easy bus to UBC/downtown,11156615,Tyler,t,Yaletown,4,4,t,Kitsilano,,Vancouver,49.26939,-123.1583,Apartment,Private room,1,1,1,1,$121.00,30,1125,26,0.56
9463446,Cozy 1 bdr studio with kitchen,1323325,Julie,f,Renfrew-Collingwood,1,1,t,Renfrew-Collingwood,,Vancouver,49.26141,-123.05599,House,Entire home/apt,4,1,1,2,$85.00,2,1125,137,2.95
9466070,Trendy Westside Gem Close to Beach,29412479,Leslie-Ann And Suzanne,t,Kitsilano,6,6,t,Kitsilano,,Vancouver,49.26895,-123.15227,Apartment,Entire home/apt,4,2,2,3,$233.00,30,1125,19,0.42
9490187,Bright Urban Retreat,16623975,Kayla,f,West End,1,1,f,West End,,Vancouver,49.28163,-123.1256,Condominium,Entire home/apt,4,1,1,2,$143.00,90,1125,4,0.09
9515378,Stylish 1BR and Den with City View,406594,Dawn,f,Downtown Vancouver,5,5,f,Downtown,,Vancouver,49.27749,-123.11714,Apartment,Entire home/apt,3,1,1,1,$101.00,30,1124,12,0.43
9515931,"Modern, new laneway house.",9723161,Marina,t,Hastings-Sunrise,1,1,f,Hastings-Sunrise,,Vancouver,49.26421,-123.05303,House,Entire home/apt,3,1,1,1,$144.00,3,112,57,1.26
9526461,#7 Great Room steps to beach!  30 day min stay.,31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.27118,-123.15801,Apartment,Private room,1,4,1,1,$37.00,30,365,22,0.5
9533778,2 Bedrm Main near Commercial Drive,26186733,Nicola,t,Grandview-Woodland,1,1,f,Grandview-Woodland,,Vancouver,49.27808,-123.06231,House,Entire home/apt,6,1,2,3,$115.00,2,60,36,0.85
9551615,"One bedroom, private washroom, near Joyce Skytrain",49443792,Henrik,t,Renfrew-Collingwood,0,0,t,Renfrew-Collingwood,,Vancouver,49.23337,-123.02967,House,Entire home/apt,2,1,1,1,$75.00,30,1125,13,0.34
9566479,Modern Mount Pleasant Apartment,19992509,Caitlin,f,Mount Pleasant,1,1,t,Mount Pleasant,,Vancouver,49.26444,-123.10035,Apartment,Entire home/apt,2,1,1,1,$160.00,2,1125,25,0.55
9597706,Modern and Cozy Loft in Downtown,49675003,Ana Maria,t,Downtown Vancouver,1,1,t,Downtown,,Vancouver,49.27847,-123.12289,Loft,Entire home/apt,4,1,1,1,$175.00,1,120,71,1.57
9615787,AMAZING 1 BED APT WITH PARKING,15611109,Betty,t,,1,1,t,Downtown,,Vancouver,49.27766,-123.11936,Apartment,Entire home/apt,2,1,1,2,$115.00,30,1125,186,4.1
9650827,Private Room in shared townhouse,8736790,Michael,t,West End,2,2,f,West End,,Vancouver,49.29009,-123.1378,Townhouse,Private room,2,1,1,1,$101.00,2,14,98,2.3
9683779,PROMO Fully furnished 2BR w/PARKING! 30 nights min,29711345,Bruce,f,Marpole,5,5,t,Marpole,,Vancouver,49.2099,-123.14201,Apartment,Entire home/apt,6,2,2,2,$128.00,30,1124,56,1.23
9684270,Luxury 2BR+2BH FURNISHED APT W/AC 30 nights min,29711345,Bruce,f,Marpole,5,5,t,Marpole,,Vancouver,49.21076,-123.1406,Apartment,Entire home/apt,6,2,2,2,$130.00,30,1124,52,1.14
9700554,Gastown/Railtown Loft in Vancouver,4770709,James & Leanne,t,Downtown Eastside,1,1,t,Strathcona,,Vancouver,49.28576,-123.09704,Loft,Entire home/apt,2,1,1,1,$110.00,30,365,116,2.66
9706793,"New Luxury Home on ""The Drive""",31827499,Robin,t,Commercial Drive,1,1,f,Grandview-Woodland,,Vancouver,49.27111,-123.0652,House,Entire home/apt,8,2.5,4,4,$313.00,3,1125,44,1.04
9729113,Private Modern 2 BR Condo,16022248,Skyler,f,Riley Park,7,7,t,Kensington-Cedar Cottage,,Vancouver,49.25442,-123.08985,Condominium,Entire home/apt,4,1,2,2,$200.00,1,1125,2,0.59
9761282,You will love Kitsilano!,7505765,Aurora,f,Kitsilano,1,1,t,Kitsilano,,Vancouver,49.26416,-123.1739,House,Private room,2,2,1,1,$60.00,3,1125,1,0.03
9779426,Convenient Monthly Downtown Private Bedroom&Bath,50415828,Li,t,Downtown Vancouver,2,2,t,Downtown,,Vancouver,49.27577,-123.12523,Condominium,Private room,1,1,1,1,$42.00,60,366,27,0.66
9799596,Elegant 2 Bed/2 Bath Condo w/Parking!,10355717,Thomas,f,Downtown Vancouver,16,16,f,Downtown,,Vancouver,49.28046,-123.10849,Condominium,Entire home/apt,6,2,2,2,$297.00,1,1124,81,1.76
9844712,The Panorama Suite - Waterfront and Mountain Views,2807094,Christoph,t,,3,3,t,Downtown,,Vancouver,49.29022,-123.1248,Apartment,Entire home/apt,2,1,1,1,$195.00,30,1125,1,0.02
9885062,#1 Sngl Room ~ 87 steps to Kits Beach,31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.27287,-123.15824,Apartment,Private room,1,3.5,1,1,$37.00,30,730,32,0.74
9885726,#2 Daybed Steps to Beach ~ 30 day min stay,31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.2712,-123.15983,Apartment,Private room,1,3.5,1,1,$37.00,30,365,14,0.32
9886077,#8 Quiet Unit Steps To The Beach!  30 day min stay,31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.27087,-123.15773,Apartment,Private room,1,3.5,1,1,$62.00,30,365,35,0.81
9886100,#4 Ocean proximity unit/30 day or longer stays,31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.27261,-123.15889,Apartment,Private room,1,3.5,1,1,$46.00,30,365,30,0.69
9886166,#5 Private suite/minimum 30 night stay,31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.27268,-123.15841,Apartment,Private room,1,3.5,1,1,$37.00,30,365,31,0.71
9896993,"Amazing Executive Suite Downtown, Pool Gym Netflix",28984402,Monita And John,f,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.27861,-123.10794,Condominium,Entire home/apt,6,2,2,2,$70.00,2,1125,77,1.7
9901027,Private Room + Shared Bathrooms in Boutique Hotel,48804113,Brian,t,Downtown Vancouver,2,2,f,Downtown,,Vancouver,49.28385,-123.11252,Bed and breakfast,Private room,2,0.5,1,1,$98.00,1,1125,66,1.46
9901028,Sweet Suite Cambie Village,50918374,Reid And Julia,t,Riley Park,1,1,t,Riley Park,,Vancouver,49.25541,-123.11286,Guest suite,Entire home/apt,4,2,2,2,$128.00,30,120,61,1.34
9906043,#205 Extended Stay Vancouver,1311952,Zul,f,Burnaby,11,11,f,Mount Pleasant,,Vancouver,49.26372,-123.08687,Condominium,Entire home/apt,2,1,1,1,$78.00,30,1125,7,0.16
9906124,#305 Extended Stay Vancouver,1311952,Zul,f,Burnaby,11,11,f,Mount Pleasant,,Vancouver,49.2634,-123.08741,Condominium,Entire home/apt,2,1,1,1,$91.00,30,1125,3,0.21
9906170,#311 -Extended Stay Vancouver,1311952,Zul,f,Burnaby,11,11,f,Mount Pleasant,,Vancouver,49.26369,-123.08537,Condominium,Entire home/apt,2,1,0,1,$78.00,30,1125,6,0.44
9979381,"Bright, Lovely, Spacious, Central",48820525,Marc,t,Mount Pleasant,2,2,t,Mount Pleasant,,Vancouver,49.25693,-123.09262,Apartment,Entire home/apt,6,1,2,2,$135.00,3,15,10,0.22
9997055,Home away from home ...,51357200,Kam,t,,1,1,f,Downtown,,Vancouver,49.27933,-123.10941,Apartment,Entire home/apt,2,1,1,1,$150.00,3,1125,77,3.23
10060002,Gorgeous Duplex in Kitsilano,16302280,Ginger,f,Lahaina,2,2,t,Kitsilano,,Vancouver,49.2593,-123.15626,Townhouse,Entire home/apt,3,2,1,1,$195.00,3,180,1,0.14
10089310,Private Room @ Bright Central Space,48820525,Marc,t,Mount Pleasant,2,2,t,Mount Pleasant,,Vancouver,49.25792,-123.09371,House,Private room,2,1,1,1,$53.00,1,1125,100,2.74
10116452,Trendy Apartment,6458182,Sahra,f,Strathcona,0,0,t,Strathcona,,Vancouver,49.26817,-123.09623,Apartment,Entire home/apt,2,1,1,1,$110.00,30,120,37,1.34
10151493,Lg Executive SubPenthouse with oceanview,2021201,Sheri,t,Downtown Vancouver,2,2,f,Downtown Eastside,,Vancouver,49.28065,-123.1092,Condominium,Entire home/apt,2,2,1,0,$180.00,3,3,7,0.18
10154874,Downtown Davie 1 bed condo 720sq/ft,10057959,Kris,f,,1,1,t,Downtown,,Vancouver,49.27838,-123.12793,Apartment,Entire home/apt,2,1,1,1,$205.00,2,21,41,1.09
10237037,Lovely Room in Vancouver Zone 1 + Breakfast,24157776,Marcella,t,Renfrew-Collingwood,2,2,t,Renfrew-Collingwood,,Vancouver,49.24022,-123.04301,House,Private room,2,1.5,1,1,$65.00,30,180,27,0.64
10248579,Cozy Private Studio Near The Drive,23464606,Prab,f,Kensington-Cedar Cottage,1,1,t,Kensington-Cedar Cottage,,Vancouver,49.2448,-123.0658,House,Entire home/apt,2,1,0,1,$58.00,2,200,255,5.77
10282876,Private Guestroom in Boutique Hotel,48804113,Brian,t,Downtown Vancouver,2,2,f,Downtown,,Vancouver,49.28272,-123.11368,Bed and breakfast,Private room,2,1,1,1,$83.00,1,8,128,2.87
10338429,Beautiful Furnished Apt. in Van for 3 month Lease!,53204232,Hailey,f,Mount Pleasant,1,1,f,Mount Pleasant,,Vancouver,49.25793,-123.08834,House,Entire home/apt,2,1,1,1,$75.00,60,90,1,0.03
10360526,Sweet spot in Hastings-Sunrise,2625666,Brielle,t,,1,1,t,Hastings-Sunrise,,Vancouver,49.27978,-123.0522,House,Private room,2,1,1,1,$45.00,1,7,117,2.67
10472216,Vancouver great location,53967300,Carlos,f,Kitsilano,3,3,f,Kitsilano,,Vancouver,49.2626,-123.15377,Apartment,Entire home/apt,2,1,1,1,$124.00,30,120,22,0.5
10473928,"Private Room with Queen Bed, Vancouver,",52256151,Saras,f,Killarney,2,2,f,Killarney,,Vancouver,49.23096,-123.02663,Apartment,Private room,2,1,1,1,$50.00,3,30,64,1.45
10487713,Great Space in the East Village,13377254,Suli,f,,1,1,t,Hastings-Sunrise,,Vancouver,49.27662,-123.04938,Guest suite,Entire home/apt,2,1,1,1,$95.00,30,210,26,0.66
10488937,Downtown 7th Floor Heaven,5378223,Chad,f,West End,1,1,t,West End,,Vancouver,49.28459,-123.13179,Condominium,Entire home/apt,1,1,1,1,$98.00,90,1125,2,0.05
10523480,West end haven,5581249,Lisa,f,,1,1,f,West End,,Vancouver,49.28685,-123.13535,Apartment,Entire home/apt,2,1,0,1,$99.00,3,1125,159,3.64
10541223,"Vancouver, Apartment Garden Level/Bsmt Suite",54357959,Paula,t,South Cambie,1,1,f,South Cambie,,Vancouver,49.25394,-123.11991,Guest suite,Entire home/apt,4,1,2,2,$83.00,1,21,146,3.67
10553039,Heart of Kitsilano —6 block stroll to the Beach,9895652,Catherine,f,Kitsilano,2,2,t,Kitsilano,,Vancouver,49.26642,-123.16788,Condominium,Entire home/apt,4,1,2,2,$319.00,3,90,27,0.69
10566812,YALETOWN LIVING AT ITS FINEST,53624500,Marco,t,Yaletown,1,1,t,Downtown,,Vancouver,49.27461,-123.12218,Apartment,Entire home/apt,6,1,2,3,$105.00,2,1125,80,1.91
10569044,On The Waterfront-Quiet Kits Retreat-Park Setting!,11241353,Devorah,t,Kitsilano,2,2,t,Kitsilano,,Vancouver,49.27051,-123.17734,Guest suite,Entire home/apt,2,1,1,1,$275.00,4,1124,41,1
10569670,Modern Yaletown Condo,32600170,Ben & Bex,f,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.27564,-123.1277,Apartment,Entire home/apt,3,1,1,1,$150.00,3,1125,62,1.84
10598712,New 1200sqft Spacious Central Netflix Pool Aircon,8763079,Sandy And Connor,t,West Vancouver,4,4,f,West End,,Vancouver,49.28371,-123.12292,Condominium,Entire home/apt,6,2,2,3,$701.00,4,1125,48,1.16
10598772,NEW EXECUTIVE BASEMENT SUITE WITH PRIVATE ENTRANCE,29221250,Larry,t,Marpole,1,1,t,Marpole,,Vancouver,49.20773,-123.14482,Guest suite,Entire home/apt,4,1,1,2,$91.00,5,365,52,1.24
10612995,Bright corner suite loft.,5970582,Megan,t,,1,1,t,Fairview,,Vancouver,49.26516,-123.14034,Loft,Entire home/apt,2,1,1,1,$200.00,7,1125,22,0.56
10618317,Willow Tree Fort,36640532,Ned & Anita,f,Kensington-Cedar Cottage,1,1,t,Kensington-Cedar Cottage,,Vancouver,49.24414,-123.07232,House,Entire home/apt,4,1,1,1,$79.00,3,21,3,0.15
10619890,Garden Suite Character House,555339,Kyle,t,Commercial Drive,2,2,t,Grandview-Woodland,,Vancouver,49.27212,-123.06452,House,Entire home/apt,2,1,0,1,$102.00,3,26,137,3.07
10619943,"Skylight, Private Room & 1/2 bath Commercial Drive",555339,Kyle,t,Commercial Drive,2,2,t,Grandview-Woodland,,Vancouver,49.27208,-123.06558,House,Private room,2,2,1,1,$75.00,2,1125,33,0.78
10635795,Penthouse 3br 2bth Pool by BC Place,54907938,Miguel,f,Downtown Vancouver,1,1,f,Downtown,,Vancouver,49.28097,-123.10887,Apartment,Entire home/apt,6,2,3,3,$600.00,30,1125,18,0.4
10654479,On The Waterfront in Kitsilano -City & OceanViews!,11241353,Devorah,t,Kitsilano,2,2,t,Kitsilano,,Vancouver,49.2705,-123.17758,Guest suite,Entire home/apt,2,1,1,1,$324.00,5,1125,43,1.12
10722665,Kitsilano Townhouse,24710526,John,t,Kitsilano,1,1,f,Kitsilano,,Vancouver,49.26884,-123.1472,Townhouse,Entire home/apt,5,2.5,2,3,$200.00,30,100,36,0.85
10790835,Mid-Century Main Street Escape,214986,Ardene,t,Grandview-Woodland,4,4,t,Mount Pleasant,,Vancouver,49.26477,-123.0889,Apartment,Entire home/apt,2,1,1,1,$101.00,2,1125,22,0.5
10811008,Licensed Hotel: Boutique Suites + Housekeeping,2693243,John,t,Downtown Vancouver,4,4,t,Downtown,,Vancouver,49.28538,-123.11767,Boutique hotel,Hotel room,3,1,1,2,$160.00,3,30,25,0.58
10837935,"Huge, Modern Loft in the Heart of the City",56127579,Ina,t,District of North Vancouver,2,2,f,Downtown,,Vancouver,49.27867,-123.12192,Loft,Entire home/apt,8,2,2,5,$499.00,1,30,315,7.38
10851958,Westside Character Home,18103016,Nicola,t,Dunbar-Southlands,1,1,t,Dunbar Southlands,,Vancouver,49.24731,-123.17147,House,Entire home/apt,10,2,3,5,$495.00,3,1125,31,0.77
10878270,BEST LOCATION! ENTIRE HOME with AC,56359094,Jessy,f,Downtown Vancouver,1,1,t,Downtown,,Vancouver,49.28038,-123.12503,Apartment,Entire home/apt,3,1,1,1,$87.00,2,1124,191,4.34
10908114,Olympic Village - new & tasteful - Gorgeous views!,6856599,Shaina,f,Mount Pleasant,1,1,t,Mount Pleasant,,Vancouver,49.27252,-123.10109,Apartment,Private room,2,1,1,1,$128.00,4,200,36,1.29
10924322,Modern Open-Concept Space,54258070,Ken,t,Downtown Vancouver,1,1,t,Downtown Eastside,,Vancouver,49.28171,-123.10604,Loft,Entire home/apt,3,1,1,2,$180.00,3,30,64,1.49
10929677,Tranquility in the Heart of Downtown,56662845,Kenji,t,Downtown Vancouver,0,0,f,Downtown,,Vancouver,49.27929,-123.12559,Apartment,Entire home/apt,4,1,1,2,$150.00,28,1125,200,4.58
10946286,Very Vancouver! Main St. Apartment,9073956,Sylvia,f,Chinatown,1,1,t,Downtown Eastside,,Vancouver,49.27839,-123.10022,Apartment,Entire home/apt,4,1,1,1,$135.00,32,1125,41,0.97
10948140,Ultra Modern Loft in Gastown,56524149,Rolande,f,Gastown,1,1,t,Downtown Eastside,,Vancouver,49.28362,-123.1044,Loft,Entire home/apt,2,1,1,1,$185.00,3,30,28,0.69
10962867,"Bright, open space nestled in the west end",5695315,Matt & Rachel,f,West End,1,1,t,West End,,Vancouver,49.28681,-123.13577,Apartment,Entire home/apt,2,1,1,1,$175.00,2,30,13,0.32
10964894,GREAT 1 BDRM in DOWNTOWN,56878312,Dani & Bob,f,Downtown Vancouver,1,1,t,Downtown,,Vancouver,49.27648,-123.12491,Apartment,Entire home/apt,2,1,1,1,$135.00,30,1125,27,0.66
10992078,Cozy Modern 2BR Suite Near UBC,37451224,Karen,f,Dunbar-Southlands,2,2,f,Dunbar Southlands,,Vancouver,49.25341,-123.17778,Guest suite,Entire home/apt,6,1,2,3,$121.00,2,60,142,3.26
11004032,Luxurious suite  in Vancouver’s tallest building!,56755116,Hospitality,f,,1,1,t,West End,,Vancouver,49.28538,-123.12412,Serviced apartment,Hotel room,5,2,2,2,$260.00,1,1125,134,3.07
11046020,Water View luxuries Yaletown apartment,14062845,Comfy Home,f,Yaletown,2,2,f,Downtown,,Vancouver,49.2813,-123.11908,Apartment,Entire home/apt,2,2,1,1,$375.00,7,20,0,
11086382,2 Bdrm Kits Condo with Views,29412479,Leslie-Ann And Suzanne,t,Kitsilano,6,6,t,Kitsilano,,Vancouver,49.26705,-123.15377,Apartment,Entire home/apt,4,2,2,3,$233.00,30,1125,18,0.42
11102652,Modern Olympic Village walk-up,5775298,Rich,f,Mount Pleasant,1,1,t,Mount Pleasant,,Vancouver,49.27078,-123.10193,Apartment,Entire home/apt,4,1,1,2,$150.00,365,365,32,0.76
11107913,"MODERN, BRIGHT, CLEAN 2 BDRM SUITE",7803388,Ryan,f,Kensington-Cedar Cottage,1,1,t,Kensington-Cedar Cottage,,Vancouver,49.24463,-123.09019,House,Entire home/apt,4,1,2,2,$175.00,3,1125,74,1.7
11123681,Beautiful Quiet English Heritage Vacation Home,6203239,Darrell,f,,1,1,t,Dunbar Southlands,,Vancouver,49.23543,-123.18626,House,Entire home/apt,6,2,3,4,$301.00,4,30,4,0.16
11203049,Townhouse Guest Room & Bath | Near Downtown,16713896,Christopher,t,Fairview,1,1,t,Fairview,,Vancouver,49.26032,-123.12052,Townhouse,Private room,2,1,1,1,$75.00,3,1125,109,2.5
11207279,"Bright, Relaxed Apartment Overlooking Stanley Park",5154126,Connie,t,West End,1,1,t,West End,,Vancouver,49.29229,-123.13624,Condominium,Entire home/apt,3,1,1,1,$119.00,30,1125,65,1.51
11228273,Stunning 2bd right in the action,8374150,Jay,f,Downtown Vancouver,7,7,t,Downtown,,Vancouver,49.27962,-123.10661,Condominium,Entire home/apt,4,2,2,2,$128.00,30,365,128,2.94
11230131,Moberly Park Getaway - Near Skytrain & Buses!,20672920,Jennifer,f,Fraserview,1,1,f,Sunset,,Vancouver,49.21672,-123.08975,House,Entire home/apt,5,1,2,2,$170.00,2,1125,37,0.92
11242550,Single bedroom with private access,34594484,Michelle,t,Renfrew-Collingwood,1,1,t,Renfrew-Collingwood,,Vancouver,49.25487,-123.03369,House,Private room,1,1,1,1,$45.00,30,1125,34,0.9
11257559,SPACIOUS 2 BEDROOM AT UNBEATABLE LOCATION!!,8521181,Reza,f,Yaletown,1,1,f,Downtown,,Vancouver,49.27572,-123.117,Apartment,Entire home/apt,4,2,2,2,$113.00,90,1125,1,0.04
11261229,The Patio Suite @ Grandview House,21294269,Robert,f,Commercial Drive,3,3,t,Grandview-Woodland,,Vancouver,49.27247,-123.07137,Guest suite,Entire home/apt,7,2,2,4,$175.00,7,14,78,1.85
11295563,Work or Play?  Book Kits Today!,22767800,James,t,Kitsilano,1,1,t,Kitsilano,,Vancouver,49.26852,-123.16401,Apartment,Entire home/apt,2,1,1,1,$139.00,1,29,298,7.16
11305898,Clean Two Bedroom Suite -10 min from DT Van,59106857,Pepe,f,Hastings-Sunrise,1,1,f,Hastings-Sunrise,,Vancouver,49.27144,-123.05007,Guest suite,Entire home/apt,5,1,2,3,$90.00,3,1125,28,1.02
11317795,#22 Suite by BEACH can't be beat!  30 day min stay,31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.27233,-123.15986,Apartment,Private room,1,3.5,1,1,$37.00,30,365,24,0.56
11338565,125 Furnished 1 Bedroom Westside,600607,Bruce,t,Downtown Vancouver,53,53,t,Fairview,,Vancouver,49.26706,-123.13887,Apartment,Entire home/apt,2,1,1,1,$99.00,30,1125,0,
11355778,Cute East Van Garden Suite,2777263,Tami,t,Commercial Drive,2,2,t,Grandview-Woodland,,Vancouver,49.27219,-123.06629,House,Entire home/apt,3,1,1,1,$75.00,3,90,31,0.75
11361362,Charming cottage in awesome area,2431760,Charlie,f,Kensington-Cedar Cottage,1,1,t,Kensington-Cedar Cottage,,Vancouver,49.25789,-123.07012,House,Entire home/apt,6,1,3,3,$200.00,5,1125,18,0.47
11372212,Private bedroom in spacious home,7657825,Lidia,t,Killarney,2,2,f,Killarney,,Vancouver,49.2144,-123.0252,Townhouse,Private room,1,1.5,1,1,$68.00,3,1124,15,0.36
11378706,Kitsilano Heritage House,38522611,Abigail And Milton,f,Kitsilano,1,1,t,Kitsilano,,Vancouver,49.26717,-123.16634,House,Entire home/apt,6,2,3,4,$350.00,3,21,11,0.28
11393844,"Comfy, Artsy, 3-Bed Downtown House (Semi-Detached)",14054756,Sean,t,Downtown Eastside,1,1,t,Downtown Eastside,,Vancouver,49.27815,-123.08831,House,Entire home/apt,6,1.5,3,3,$350.00,2,1125,116,2.92
11396241,The Flats on Georgia,57153336,Armand,f,Chinatown,3,3,f,Downtown Eastside,,Vancouver,49.27828,-123.10003,Loft,Entire home/apt,4,1,1,2,$85.00,2,365,226,5.26
11399724,Centrally-located character home,5835940,Natalia,t,South Cambie,1,1,t,South Cambie,,Vancouver,49.2565,-123.12034,House,Private room,1,1,1,1,$124.00,1,30,41,1.04
11401593,Modern 2 bedroom 1100 SF  in Kitsilano,9567509,Dee,t,Kitsilano,1,1,t,Kitsilano,,Vancouver,49.25934,-123.1702,Guest suite,Entire home/apt,4,1,2,2,$250.00,3,30,127,3.05
11417632,#26 Private Unit~Steps to Kits Beach! Min. 30 day.,31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.27284,-123.15895,Apartment,Private room,2,3.5,1,1,$37.00,30,365,22,0.52
11424428,Unbeatable VIEWS! Newly Designed Condo w/Parking,60005882,Sandy,t,Downtown Vancouver,3,3,t,Downtown,,Vancouver,49.27977,-123.107,Condominium,Entire home/apt,8,2,2,4,$328.00,1,1125,368,8.57
11441600,Kitsilano Apartment by the Beach!,60126510,Tim,f,,1,1,t,Kitsilano,,Vancouver,49.27505,-123.14923,Apartment,Entire home/apt,4,1,1,2,$130.00,30,1125,53,1.22
11454817,129 VIEW!!  2 Bedroom Furnished Harbourside Park,600607,Bruce,t,Downtown Vancouver,53,53,t,Downtown,,Vancouver,49.29046,-123.12615,Apartment,Entire home/apt,4,2,2,2,$128.00,32,90,3,0.07
11456532,Beautiful suite 15 min. from down town Vancouver.,13356770,Johanna,t,Riley Park,3,3,t,Riley Park,,Vancouver,49.23419,-123.09672,Guest suite,Entire home/apt,2,1,1,1,$150.00,30,240,31,0.82
11472229,"CLEAN, MODERN KERRISDALE ONE BEDROOM SUITE",60361091,Rachelle,t,Kerrisdale,1,1,f,Kerrisdale,,Vancouver,49.22668,-123.15753,House,Entire home/apt,3,1,1,2,$95.00,2,30,150,3.78
11478198,KITSILANO WATERFRONT-BEACHSIDE . AMAZING SUNSETS,6686074,Blake,f,Kitsilano,1,1,f,Kitsilano,,Vancouver,49.27197,-123.15441,Apartment,Entire home/apt,4,2,2,2,$140.00,180,1125,0,
11492321,Family-Friendly 3bdr Character Duplex Facing Park,16874462,Stephanie,f,Commercial Drive,1,1,t,Grandview-Woodland,,Vancouver,49.2737,-123.0696,House,Entire home/apt,6,3,3,5,$321.00,2,1124,12,0.31
11511621,"#30 Ocean View, steps to BEACH!  Min 30 day stay.",31685027,Claude,f,Kitsilano,13,13,t,Kitsilano,,Vancouver,49.27266,-123.15812,Apartment,Private room,1,3.5,1,1,$49.00,30,365,11,0.27
11512985,Contemporary Coach House in the Heart of Vancouver,60671485,Vivian,t,Riley Park,1,1,f,Riley Park,,Vancouver,49.24919,-123.11056,Guesthouse,Entire home/apt,5,1.5,2,2,$155.00,4,1125,78,1.86
11531546,VGH UBC Executive Luxury Bright 1BR Apartment,6117410,Pamela,t,Fairview,4,4,t,Fairview,,Vancouver,49.26097,-123.11724,Apartment,Entire home/apt,4,1,1,2,$95.00,30,1125,29,0.68
